x,y,label
0.009358613807764704,0.49905781085198797,3
0.049974018177630475,0.6854075942430917,3
0.8976572264432696,0.6474520707432663,2
0.7211349291646855,0.8313534207761898,2
0.8335795840581405,0.9570443356628054,3
0.4948376298852877,0.3395094745874908,1
0.9775296384212853,0.09643307763797171,3
0.2924994740953817,0.29867535096495224,3
0.018663727705075295,0.5237374359849274,3
0.38884284026397764,0.21219184946689085,3
0.5646724179652427,0.3494292959967553,2
0.037820043672969206,0.7942696863674978,3
0.7479639528617826,0.9145093066702177,3
0.964883473247271,0.08138577313998274,3
0.29679603293603984,0.3637036253979742,3
0.6685187378675946,0.673414629518269,2
0.0805922429153243,0.8983312642659431,3
0.7821944206920616,0.03665635666309819,3
0.2052238453808367,0.2588944289590802,3
0.008124911838358728,0.40347318162122725,3
0.20420902740468538,0.021776014316907122,3
0.19102334596097692,0.54643298763753,1
0.9887938578309889,0.09244605210519907,3
0.9879519931621606,0.4521080197539924,3
0.40144506971901617,0.388206443291484,1
0.6519728814948943,0.7767990427497373,2
0.9661620512072584,0.3222640366285925,3
0.7016298039373616,0.35827766407622386,2
0.008230608771331971,0.8299950023012593,3
0.8714382738423947,0.6259073187101303,2
0.45243008929700157,0.1943746914481067,1
0.41798054411863106,0.07896470163603009,3
0.6864983763086265,0.01976159293409907,3
0.02533676652235639,0.44890881313388464,3
0.7745001649412282,0.28481374567502626,3
0.9155521265456164,0.6429808639679507,3
0.6366431918377362,0.7712856213032948,2
0.7481559796525611,0.1657201901777039,3
0.3846323984070552,0.2510873719811286,3
0.841467701816542,0.02093154791445695,3
0.4361298294686018,0.26597978441899095,1
0.5598155115311021,0.10903118077066576,2
0.8227111958304791,0.7385062436618092,2
0.15918045088787258,0.9880797345309785,3
0.6000939606301043,0.1583645012309317,3
0.21758939605182348,0.3042822139387391,3
0.3650634338277222,0.8687615047786919,3
0.48055126824261374,0.25392985503688825,1
0.4675362344267553,0.328206810479995,1
0.08907635059276142,0.2523524408772907,3
0.47908377463620844,0.980615606050284,3
0.10310029056229042,0.6289226340159657,1
0.8227255252987415,0.9198113639144517,3
0.9038092618258052,0.2226002373908197,3
0.7320575474259751,0.10571303618884476,3
0.42616238547658736,0.08025891160767584,3
0.3661095241429688,0.40659057063823456,1
0.9999480573334416,0.24392272744957078,3
0.7310238552642716,0.2762140510391864,3
0.7938813405123656,0.8275322323278688,2
0.6113281439655812,0.4676235810463921,2
0.6058148021987384,0.7479725641835479,2
0.07437135023722319,0.18108142957618611,3
0.9302953940507334,0.9073833086077636,3
0.5371501663911695,0.7915511834088815,2
0.5975512109364486,0.24111071467031797,2
0.9162567398347564,0.0955483251385999,3
0.3196820481788146,0.6851753744696456,3
0.9521469069508048,0.5043497348107511,3
0.9997688641576655,0.22486630157262333,3
0.23748702923987408,0.9974758676213422,3
0.5667376079288265,0.8079999651477238,2
0.12812359248599692,0.06745915336632702,3
0.03921616339688705,0.9889569472649389,3
0.7183431392788411,0.5737233183904755,2
0.5431837308371449,0.9681175982693558,3
0.1527746155102626,0.9325810435993479,3
0.8977837206165953,0.34950526089819,3
0.7011118998939194,0.5277344425224122,2
0.24501493924326656,0.8306524480102394,3
0.05725959907741296,0.43171819293273705,3
0.8243875004657338,0.42011291592749656,3
0.9213398720694981,0.7664697650383376,3
0.8938250966725786,0.8027114168546675,2
0.18089772951011351,0.36329184376652024,1
0.6270491893445859,0.7823162990190253,2
0.37924928072321507,0.21997542961405614,3
0.38567946639344697,0.43625009828571193,1
0.8836698756176184,0.7094749072152289,2
0.3998022368975307,0.8577276775627367,3
0.7246369692407943,0.9110148110503625,3
0.30561119316759244,0.5003757079383048,1
0.2820119129717493,0.6284493872987934,3
0.09860323844713126,0.04614810463435681,3
0.6709562731118,0.9328017048739017,3
0.00985878323678413,0.575647091448733,3
0.08123281210962363,0.6955181000669469,3
0.2316387575400266,0.18934980822304326,3
0.804520567834882,0.508643565515634,2
0.23965139331761198,0.17604176719450348,3
0.4603498769710722,0.2410939703626913,1
0.8494769123473067,0.9344125319482416,3
0.7869277258551716,0.1449278620111616,3
0.9841109115638279,0.5733068402686066,3
0.6103289925245567,0.8200005734821764,2
0.8082572398073136,0.35329702082543,3
0.9048752992261709,0.3494837992143035,3
0.07601741574535992,0.6100679022346543,3
0.5521886310903187,0.4515250363336649,2
0.9708164019897202,0.5160154795426433,3
0.8225618573788137,0.7717910550611944,2
0.4960091814869838,0.951515954713314,3
0.7842741973377305,0.3153359841573171,2
0.752062810289222,0.9082296140887195,3
0.7695582450466344,0.245245524277372,3
0.6620098924017384,0.7069760205948427,2
0.5403270738951301,0.5244646299190714,2
0.8638037203369245,0.4126882002870086,3
0.8605973614462964,0.1554478191479498,2
0.011149854927600678,0.840534893860577,3
0.33595892267432415,0.14854807327528174,3
0.32359347830653795,0.309922742194605,3
0.48487436326107314,0.2524564511026184,1
0.18941270566375623,0.16187289411678885,1
0.3048527988261953,0.36023893536143814,3
0.8239868217350936,0.7288928584477663,2
0.632069561161579,0.5909141877009373,2
0.36728022013585426,0.5861753460182421,1
0.8720268244471345,0.3547359459281937,3
0.5583357088552794,0.31102935170360346,2
0.7000508698202612,0.07607921884496505,3
0.8306706546435234,0.6634438435363045,2
0.656329107044972,0.8965347847261712,2
0.6496918879501138,0.42843391145753174,2
0.06950470841864131,0.10006534953777324,3
0.059684477005546244,0.9470403012137583,3
0.6546225436259738,0.8745629033703702,2
0.4563060355621721,0.177769757081091,1
0.599468428634715,0.007333879678933952,3
0.014475392842526191,0.9595595912588942,3
0.7064565253120562,0.1558638459052366,3
0.19711644501331338,0.13178770843373588,1
0.8957729426550187,0.8376465185766107,2
0.4248070332456976,0.456697211109548,1
0.15598168988449135,0.529607401904589,1
0.16811456203394293,0.14550202837233284,1
0.19433979417487157,0.4021833562642647,1
0.9049176576085215,0.30023850085638126,3
0.57332493555918,0.01665973607776805,3
0.7844579145067149,0.07151663395242103,3
0.23456138527290749,0.6972081085955758,3
0.35268606980988526,0.7506939434036665,3
0.5837017984282137,0.46641487311452756,2
0.007069389893243128,0.4591527703714149,3
0.7091859007750775,0.8038822332542386,2
0.18433667824493627,0.9526904477214585,3
0.7916171365804417,0.2828551472572083,3
0.46773879971618726,0.9751926653516625,3
0.16472762810394992,0.8075330117258754,1
0.9236159448117941,0.9055579597556914,3
0.501983360439482,0.15792326292166414,2
0.06312525883880227,0.8777386206856939,3
0.648464406267771,0.5290326503508406,2
0.771865585921036,0.5799251180236145,2
0.6936166591657287,0.7122927002933358,2
0.14349573826120476,0.672311230294033,1
0.859283648707875,0.25597044971435123,2
0.003999403066906826,0.5095100661938432,3
0.18238498430865557,0.23342038587615643,1
0.8349440073063105,0.79263941785722,2
0.07629224613296504,0.3930292439585903,3
0.6800264453296585,0.7457502814368429,2
0.4383376842706026,0.7435065266372235,1
